product.name,product.temperature,affiliation.commission.price.value,product.blueprint,product.price.value,product.totalAnswers,product.category,affiliation.commission.price.currency,affiliation.commission.percentage,producer.name,producer.ucode
Administrativo Informatizado 2017,13.22,53.86,39.0,150.0,0,category.personal_development.name,BRL,40.0,ACAD ENGENHARIA,fd122cc8-a395-4e8f-b5b1-e6ce61070643
Introdução à Informática V.2,13.22,12.01,39.0,45.0,0,category.software.name,BRL,30.0,ACAD ENGENHARIA,fd122cc8-a395-4e8f-b5b1-e6ce61070643
Os 3 Pilares da Autoconfiança (UE),14.55,1.47,39.0,4.2,0,category.personal_development.name,EUR,40.0,Alex Mattos - Especialista em Carreira,9b2a43c5-4989-4b86-9d00-4b8ed4c2a386
Curso Express de Biscoitos Decorados ,20.78,32.99,94.0,147.0,0,category.gastronomy.name,BRL,25.0,Potpourri de Ideias,316c32a6-3171-4c7a-bc62-6a89420842c2
Curso Mais Avançado de Unreal Engine 4,10.58,43.5,39.0,220.0,2,category.entertainment.name,BRL,22.0,SmaXCap,69b2631b-2a85-4f33-bbc6-e164f6d9ce62
VIOLA DE UM BRASILEIRO vol1,20.78,48.5,90.0,180.0,1,category.music_and_arts.name,BRL,30.0,Fernando Deghi,c72921a8-097e-11e4-be45-22000b409f8a
Seminário de Inteligência Emocional,11.02,107.16,39.0,397.0,0,category.education.name,BRL,30.0,INAGE,6b5e198a-c6ca-4288-b4a7-01be7dc10b8d
Treinamento Avançado O ATO DA VENDA ,9.45,219.15,94.0,487.0,0,category.business_and_careers.name,BRL,50.0,TITANIUM,5552cccd-dca6-4aa3-8f42-ffd1d817d159
20 Pães Sem Glúten,14.55,3.73,39.0,10.9,0,category.gastronomy.name,BRL,40.0,Receitas Sem Glúten,9b447326-a78f-4ac9-a341-5e7f51e668f0
CURSO BÁSICO DE AUDIODESCRIÇÃO,12.12,24.28,53.0,270.0,1,category.education.name,BRL,10.0,Azimuth E-learning,7778c1ca-9b56-44ff-a4a2-19545dbdcd40
MÉTODO NOW,13.22,80.77,45.0,897.0,0,category.personal_development.name,BRL,10.0,Richard,f806c170-0d57-4a1c-bd71-68bd5eb22b6e
MAM (Mentoring Abordagem Multidisciplinar) - Curso em Áudio ,14.55,67.43,39.0,250.0,11,category.law.name,BRL,30.0,Professora Licínia Rossi,024f13c0-4838-449e-9c0e-fc18f3e1768e
AUTOCOACHING,14.55,3.57,49.0,397.0,1,category.personal_development.name,BRL,1.0,Cápsula Academy,6f6455b3-672b-40f5-a9c4-25d7f59fecb5
PODEROSAS MENSAGENS DE DEUS PARA O SEU CORAÇÃO,0.0,2.23,28.0,16.0,0,category.spirituality.name,BRL,16.0,Hélio Ferreira,8c1a3270-15fb-47ef-abb4-27129901503f
Ensaios Divertidos em Casa,11.02,58.76,53.0,297.0,0,category.general.name,BRL,22.0,Ensaios Divertidos - Nina Cotta,e04f2f96-5b37-466a-baf3-402aa07970da
Descubra se sua Igreja é uma seita ,14.55,11.01,39.0,25.0,0,category.literature.name,BRL,50.0,ReLry A. (clique nos ícones abaixo para seguir o autor nas redes sociais),01fbe60d-cd3f-46c6-b377-ab05578493fe
Curso Panetones e Delícias Natalinas,39.4,146.91,94.0,297.0,19,category.gastronomy.name,BRL,55.0,Marcia Tozo,dec3d4fc-097e-11e4-be45-22000b409f8a
Os sete princípios do sucesso na entrevista de emprego: Superando o medo e a ansiedade na hora da entrevista usando o autoconhecimento,18.89,12.56,88.0,47.0,0,category.personal_development.name,BRL,30.0,Ajajá Desenvolvimento Humano e Soluções Digitais,2893ba4f-73ce-47d7-880c-ae4bb04a5eef
Tarogando - Aprendendo tarô de forma leve e para todos,13.93,67.1,60.0,497.0,3,category.education.name,BRL,15.0,Pamella Musselli,335383af-909a-4ed9-a1cc-7b1369fc4ae8
VENDA EM 1 DIA O QUE O SEU NEGÓCIO VENDERIA EM 30 DIAS!!!,7.56,107.16,63.0,397.0,0,category.digital_entrepreneurship.name,BRL,30.0,ROTA DIGITAL 3.O,e639f628-9927-463b-a830-8f4840fe4da4
CURSO BEM ME QUERO,13.22,2.15,51.0,12.5,0,category.personal_development.name,BRL,20.0,Mentora Paula Sena,ff9bfce6-aeef-4e20-b8a4-80a6a6a5096e
PARTIU PORTUGAL SEM ARMADILHAS,11.02,8.69,32.0,97.0,0,category.general.name,BRL,10.0,MARCILENE A MARAVILHOSA,954466f3-4c46-444a-8c27-4e18cf47ae1e
411 MELHORES RECEITAS LOW CARB,24.16,31.24,97.0,69.9,12,category.gastronomy.name,BRL,50.0,Crescer.com,0aee6c5b-c6c4-4e74-888a-071d55eec48c
Presets e actions para Estúdio - FOTO CLARINHA,13.85,14.69,52.0,54.9,0,category.general.name,BRL,30.0,Greyce Keffler Fotografia,6c19c6f1-eb3f-4110-ba57-ba1b847383d6
Curso em NR 35 - Trabalho em Altura,6.61,8.95,46.0,99.9,0,category.business_and_careers.name,BRL,10.0,e-contents,49845bda-858d-4396-85a7-6775beec42a5
Guia de Treino Bumbum ao Máximo,21.0,10.72,77.0,27.0,0,category.hobbies.name,BRL,45.0,Vales Simoes,1177e5e5-8b86-41a2-adfc-6f984811d80d
Molde em PDF de Blusa Transpassada nas Costascostas,18.7,4.0,71.0,10.0,0,category.fashion_and_beauty.name,BRL,50.0,Siselle Moda e Moldes,5eda5b51-6e81-4553-8982-10b02f8ee176
Apostila Violão e Guitarra para Iniciantes - Música ao Seu Alcance,18.89,43.45,84.0,97.0,0,category.music_and_arts.name,BRL,50.0,Portal Studio Produções Musicais,e191c205-d571-45f0-918b-66c244e4ed59
VIVENCIA LIMPANDO OS CORDÕES ENERGÉTICOS DA SUA CASA - GRAVADO,12.43,6.89,32.0,77.0,0,category.spirituality.name,BRL,10.0,Elite Business Ltda,e45fc696-097e-11e4-be45-22000b409f8a
DESCUBRA OS SEGREDOS DAS FAMOSAS PARA EMAGRECER,13.22,17.96,63.0,67.0,0,category.health_and_sports.name,BRL,30.0,LÍVIA,e3127a8f-1344-46a7-aead-172bb44d6f91
ESTABILIDADE FINANCEIRA PARA SERVIDOR PÚBLICO.,17.0,8.76,72.0,20.0,0,category.personal_development.name,BRL,50.0,Lourivan,d2092950-3cbf-4217-a308-ba4877c968a9
Leilão de Anúncios do Facebook,9.45,17.73,82.0,39.9,0,category.digital_entrepreneurship.name,BRL,50.0,Felipe,67359157-f3d4-4c49-910f-26aafe2f9e24
Score Turbo 3.0,15.59,43.45,82.0,97.0,0,category.finance.name,BRL,50.0,Negócios Alpha,21cf954d-46d3-4a1b-91c4-a2c0c6d3b3f6
APRENDA A UTILIZAR O YOUTUBE STUDIO,7.56,31.24,75.0,69.9,0,category.internet.name,BRL,50.0,JOSE,d157988a-097e-11e4-be45-22000b409f8a
Arremesso fácil,13.22,4.27,35.0,47.99,3,category.hobbies.name,BRL,10.0,Marcel Werner ,87263c57-840e-463f-92e2-8cf1d80dac43
Cabelo saudável,13.22,8.89,51.0,49.9,0,category.fashion_and_beauty.name,BRL,20.0,Pablo Henrique,dca7c06e-1673-4eef-8d38-962effa539a3
CARDIO FITNESS,18.89,52.14,91.0,97.0,0,category.health_and_sports.name,BRL,60.0,Ademir,5da5f31d-4473-4ac5-b8dc-29a97b7d4f5e
E-mail marketing de A a Z,6.61,10.66,52.0,40.0,0,category.digital_entrepreneurship.name,BRL,30.0,Jorge Luiz da Silva Gomes,83b70b15-e8de-4aa9-90b1-b45965f60550
PLANO MASTER,8.82,31.4,53.0,349.0,0,category.finance.name,BRL,10.0,LVL Trading,019302d9-3a1c-49d3-b05d-21a360fd11f9
PLANO ULTIMATE,8.82,44.91,51.0,499.0,0,category.finance.name,BRL,10.0,LVL Trading,019302d9-3a1c-49d3-b05d-21a360fd11f9
Z Avançado Introdução Alimentar ParticipATIVA e Baby-led Weaning,13.22,179.56,39.0,997.0,35,category.health_and_sports.name,BRL,20.0,ConalcoLab,878a2fff-ab89-4be5-9613-849fa1fb6da5
Programa Viva Sua Verdade,14.55,145.08,53.0,537.3,0,category.personal_development.name,BRL,30.0,Respire Sua Missão,32267240-4a03-4594-9131-409e9cd00154
YouTuber de sucesso ,6.61,116.43,39.0,259.0,0,category.internet.name,BRL,50.0,Luis,561307a4-f32f-4380-bbb0-3699addcda03
Apaixone-se por você em 21 dias,12.09,269.34,60.0,997.0,0,category.personal_development.name,BRL,30.0,Cinthia Sá,1700cb18-d87d-4c91-be2b-0a82cec0a518
Curso Completo Expansivo de Espiritualidade,20.78,118.47,100.0,399.0,23,category.spirituality.name,BRL,33.0,Canal do Pava,e84d8b7c-2568-4632-aa2b-e0d5f98fe242
PROJETO PROFISSIONAL DE OURO BRASIL,15.74,269.34,92.0,997.0,0,category.education.name,BRL,30.0,GRUPO,85a0da2d-fb22-4469-ba15-d1d657637121
"""Samba Para Iniciantes"", por Gilson Naspolini",12.96,6.16,39.0,68.9,1,category.music_and_arts.name,BRL,10.0,Quero Tocar Bateria,2b18e01a-572d-47b9-ad35-63b6dc123142
OUSE TRANSFORMAR-SE,18.89,48.23,94.0,179.0,0,category.personal_development.name,BRL,30.0,MAESTRIA DESENVOLVIMENTO HUMANO,cce8756d-e3c3-4482-9d7f-478cd32adc8a
Curso Online para Secretárias / Atendentes -  Atendimento ao Cliente no Consultório ,15.11,43.9,94.0,97.99,0,category.health_and_sports.name,BRL,50.0,Empreendimentos Digitais,c9da0a70-097e-11e4-be45-22000b409f8a
Milhas Aéreas - A base de tudo - 2018,15.11,32.99,100.0,147.0,0,category.hobbies.name,BRL,25.0,FAMTAL TREINAMENTOS,c6f4782c-097e-11e4-be45-22000b409f8a
Puxando Energia com Caos,13.22,130.94,53.0,485.0,0,category.personal_development.name,BRL,30.0,Marizete,7426d6f1-173c-4024-a944-2325fe3b4771
ENSINO MÉDIO E FUNDAMENTAL II: JOGOS E ATIVIDADES ,12.12,11.87,39.0,26.9,9,category.education.name,BRL,50.0,Marcos,38af2daa-df04-47c2-a65a-1d60a3347a06
19+2 Decoupages Country Para Imprimir Combo Duna Atelier,17.76,53.82,88.0,149.9,1,category.hobbies.name,BRL,40.0,Duna Atelier,14b99313-139f-4b42-bfc8-eeb7915c398b
CURSO DE IRIDOLOGIA CLÁSSICA EM EBOOKS,8.82,17.7,39.0,197.01,0,category.education.name,BRL,10.0,Francisco,c537f720-097e-11e4-be45-22000b409f8a
Como começar a vender,13.22,0.56,39.0,7.0,0,category.gastronomy.name,BRL,10.0,Ana,856ce965-0fe4-4e45-93b9-d0568a8dd14b
Os 13 Passos Para Você se Tornar Um Importador de Sucesso Começando do Zero,9.45,53.1,94.0,197.0,0,category.business_and_careers.name,BRL,30.0,Mario,0ec32049-b65f-4aa2-b829-eb7c92ceb8c2
CURSO “OS 4 TIPOS DE JEJUM”,20.78,18.5,94.0,69.0,0,category.spirituality.name,BRL,30.0,IBEV LIVROS E CURSOS ONLINE,51611e0d-32a4-45ce-94ab-289a58232b5c
Networker Pro na Era Digital,7.65,313.75,71.0,697.0,21,category.business_and_careers.name,BRL,50.0,Rocket Alive,f344f33d-cbfa-4c0e-830c-4d3880468179
Projeto Mente Potente ,18.89,6.46,82.0,14.9,0,category.personal_development.name,BRL,50.0,Marcos,305ea697-5653-4298-a46e-e43cc17ef549
Robô Forex Scalper + Sala Vip de Sinais,8.82,0.0,27.0,650.0,0,category.finance.name,BRL,0.0,melque,d3806411-9bda-466b-933d-d20c01025c0b
Workshop Master Nails,21.0,53.1,52.0,197.0,0,category.fashion_and_beauty.name,BRL,30.0,maricelmasouzanaildesigner,0294a24a-6565-41d4-9c1c-b36bb1244004
CURE SEUS TRAUMAS DA INFÂNCIA - LIVRO DIGITAL,20.78,10.32,86.0,26.0,0,category.personal_development.name,BRL,45.0,Morgana Valente Abeilice,abf63902-ef22-492a-9952-5c42ed251367
Projeto Orientando Vidas,21.0,178.98,70.0,1987.0,0,category.personal_development.name,BRL,10.0,Fabíola Fois Gestão de Pessoas,57b16c4f-9f56-4bfa-acce-e760db7007bf
10 Passos Para se Tornar Empresário de Futebol,7.56,29.94,78.0,67.0,0,category.business_and_careers.name,BRL,50.0,Peneira Digital,93d2e133-55eb-4632-a385-ada7301e5fef
Doces Personalizados - Cassia Mayla Cake Design ,18.7,8.53,45.0,47.9,0,category.gastronomy.name,BRL,20.0,Cassia Mayla,5073bc7e-f3d7-43b8-a78c-9901ff7b0f28
BABAMIA | Curso de Confeitaria,14.55,125.5,59.0,697.0,0,category.gastronomy.name,BRL,20.0,Patrícia,1c5c8730-b7b1-438b-82d3-c673eb177a7c
Eu Líder,14.55,160.74,81.0,397.0,0,category.personal_development.name,BRL,45.0,Daniel Funchal,88ef6b9c-4518-4f2b-aa29-430bf1726728
Sucesso Com Bolos,8.31,39.59,67.0,147.0,0,category.business_and_careers.name,BRL,30.0,Camila,1cd66b87-84d4-421e-bbd7-12e928fa8ff2
Do Zero ao Bolo Perfeito,14.55,125.02,58.0,397.0,0,category.gastronomy.name,BRL,35.0,Tati Perassol ,144a4d0c-59ea-4898-a524-7d8cb9a6ae45
Verdades Secretas,18.89,25.43,87.0,57.0,0,category.relationships.name,BRL,50.0,Alisson,857d3ad0-925c-495c-9397-8066238684a6
Certificação Método Construindo com EPS,14.69,89.94,59.0,1997.0,0,category.building_and_constructing.name,BRL,5.0,Bruna Cato,9276e126-8667-48a8-9036-17c75366b540
Carteira de pescador profissional em ate 48 horas,12.12,62.97,49.0,350.0,0,category.personal_development.name,BRL,20.0,Nivalci,26dc01fe-b686-492a-a453-4fd943912401
Ebook 2 Sua Marca é Você ,6.61,7.93,44.0,29.9,0,category.business_and_careers.name,BRL,30.0,Fabiana,1e2018aa-0fec-4fcf-957a-e20df28551c1
Programa Mente Magra 2.0,10.94,0.0,23.0,799.0,1,category.health_and_sports.name,BRL,0.0,Isaac Silva,6810cb59-0ad6-4a0a-81f2-e28a64f7b399
mesa redonda em fibra sintética,12.59,12.56,52.0,47.0,0,category.general.name,BRL,30.0,empreendedor do REINO,59649083-a37f-42f9-abc3-72c24471f9d1
Animação Gráfica / Motion Graphics,13.22,62.12,49.0,690.0,0,category.design.name,BRL,10.0,D&D Comunicação,05ab7cb4-2abb-44e9-a5d6-446f861c61b6
MÉTODO IGNITION - Mentoria para equipes de corretores em imobiliarias,6.61,143.11,40.0,530.0,0,category.business_and_careers.name,BRL,30.0,Tiane Pereira,9581f7c6-b863-4130-8a0e-9594282c0368
Compre em Leilão: Noções Básicas para Você Arrematar em Leilões Diversos,11.02,5.23,55.0,19.9,0,category.finance.name,BRL,30.0,JEDIELSON NEEMIAS DARADDA,8f48cacd-3c9b-498c-ac45-ae6a6767898c
Preparatório CONCURSO BANCO DO BRASIL 2021 - Matemática,11.02,6.79,35.0,44.9,0,category.education.name,BRL,17.0,GLX,afc44fb7-a1d6-47c2-af6a-492e993b77bf
Corretores de Imóveis - Encontre o erro no seu processo de vendas!,6.61,12.69,46.0,71.0,0,category.business_and_careers.name,BRL,20.0,Tiane Pereira,9581f7c6-b863-4130-8a0e-9594282c0368
Trabalhando Traumas Complexos com EMDR ,16.62,269.66,71.0,1497.0,0,category.personal_development.name,BRL,20.0,Jandira Rosa,438205ae-1664-4574-80e5-640c6590f6f7
Quero ser Fotógrafo - Por onde começar?,9.35,12.37,81.0,28.0,0,category.business_and_careers.name,BRL,50.0,Ilton,abcbedd9-abdd-4171-87ff-10de427031f3
Historia da Engenharia,8.31,43.05,69.0,120.0,0,category.business_and_careers.name,BRL,40.0,Antonio,47d8e171-dfb4-4adf-9a2f-cea23bf7d402
Ficha de Anamnese De Alongamento de Unhas,18.7,1.4,70.0,3.9,0,category.fashion_and_beauty.name,BRL,45.0,Rafaela,c4c15e60-eafa-4faf-ad53-d51c2c0a22c9
Whatsapp Marketing,7.56,20.93,95.0,47.0,0,category.internet.name,BRL,50.0,Théo Dias  ,f9b058fe-5c70-4143-9443-e0f18f716f13
DO CURRÍCULO À CONTRATAÇÃO!,8.31,100.52,68.0,260.0,0,category.business_and_careers.name,BRL,43.0,Taynara Rodrigues ,dc9348c2-c43a-40ec-8d08-7d1969d2e7b6
Economia para Investidores,13.85,70.8,68.0,197.0,1,category.finance.name,BRL,40.0,Thais Salzer,f7466be4-a710-4a0e-8af5-c259e252e033
MATEMATICA 1 ANO.,13.22,107.72,71.0,150.0,0,category.personal_development.name,BRL,80.0,Adriano Aguiar,fd90b314-8fda-4243-99bf-3e1b2bb815b3
"7O REFLEXÕES PARA APRENDER, VIVER E ENSINAR A PALAVRA DE DEUS",20.78,7.37,85.0,16.9,2,category.spirituality.name,BRL,50.0,afiliado AJS,484baed1-cae1-4b73-8652-861a7ca5a4d6
Sem medo e sem culpa,10.58,6.58,55.0,24.9,0,category.spirituality.name,BRL,30.0,Rhema Publicacoes ,fb7922bb-a5a6-4b67-bdbc-e1a4fde55864
5 Técnicas Infalíveis para Ganhar Dinheiro na Internet,7.56,6.46,72.0,14.9,0,category.digital_entrepreneurship.name,BRL,50.0,Olívia,7ceb6e86-51cf-460d-873a-459be35c5303
 bíblia do emagrecimento,18.89,69.52,83.0,97.0,0,category.health_and_sports.name,BRL,80.0,Hautz,b0a3641c-40b4-4077-a1f7-8ded9f2cd1d0
Guia dos Saltos e Marcos de Desenvolvimento,12.17,10.64,50.0,39.9,2,category.education.name,BRL,30.0,Ana Paula Colli,9d6471f4-74e2-424f-84ac-8043dbd14da2
É TEMPO DE ROMPER! Autoconhecimento e despertar da mulher cristã,16.62,4.38,50.0,20.0,0,category.spirituality.name,BRL,25.0,ANDIARA GONÇALVES LOPES,61a926d1-fea3-4324-a4c5-fb36a4c15d4a
Curso Empodere sua Advocacia,21.0,0.0,28.0,297.0,0,category.business_and_careers.name,BRL,0.0,Bruna,1cf09757-fb8c-4951-acaf-0405aff8b189
SEJA UM APOSTADOR - DO ABSOLUTO ZERO,15.74,53.78,71.0,119.92,0,category.finance.name,BRL,50.0,Oscar Bruno,9301f3c6-df50-4418-8962-fa6f587452bb
A Revolução do Corpo - Programa de Nutrição Holística e Emagrecimento Saudável,13.6,450.48,75.0,10000.0,0,category.health_and_sports.name,BRL,5.0,Déborah Vitorino,52e5d6d2-4923-46cb-9363-970d45774244
Pigmentação Perfeita,13.22,31.43,65.0,90.0,0,category.design.name,BRL,39.0,Design De Sobrancelhas,84d23464-dcfa-49ae-9b31-d5a17e4d773e
Calendário Mandala 2018,13.22,1.6,39.0,10.0,0,category.personal_development.name,BRL,20.0,Jéssica,c95f1981-857c-4757-813b-195a12b85e85
Módulo de Biologia,11.02,5.8,39.0,22.0,0,category.education.name,BRL,30.0,Professor Lands,413d5496-569f-4456-ac91-aad2dec60286
"Day Trade Mini Índice, Mini Dólar e Ações ",12.12,131.78,39.0,697.0,2,category.finance.name,BRL,21.0,Ailton,e75422ff-aafd-417b-b294-65eb6f2310ea
Comunicar é o Melhor Negócio,10.39,134.19,86.0,497.0,0,category.business_and_careers.name,BRL,30.0,Vivendo o Digital,48420e3d-1026-4104-bc9c-706809ad479d
Planner para Homeschool 2018 Family Has Tools Capa Aquarela Abstrata,11.85,4.91,39.0,20.0,3,category.education.name,BRL,28.0,Rachel,5a6b5015-bab4-43b9-be51-a0f144ad98cd
Mentor Coach Program,6.61,1080.56,39.0,5997.0,0,category.business_and_careers.name,BRL,20.0,Do Fracasso Ao Sucesso,f1888000-4be1-4c19-a5d7-5d671d343c46
Digital Influencers Class - Pro,7.27,53.96,45.0,300.0,0,category.internet.name,BRL,20.0,Digital Influencers,e62a61a0-d4d4-4d04-a166-6e061c4d4d79
EQG Facilitada -MÓDULO AP1 Resolução de ADs e Aps ,15.59,4.12,73.0,44.0,1,category.education.name,BRL,10.52,Exatas Facilitada,8caf9963-4047-4ae3-a7a5-ee0f9d9a238c
"""Auvo"" Transforme seus sonhos e habilidades em um negócio ",6.61,36.8,39.0,147.0,0,category.business_and_careers.name,BRL,27.89,Auvo,c21abe10-36af-4632-a211-8ef2b57fb341
PAZ - PROGRAMA ANSIEDADE ZERO,12.96,188.25,53.0,697.0,0,category.personal_development.name,BRL,30.0,Karine Zanon NeuroCoach,f9474dba-4adf-4861-80c4-ec87f8be2e77
Curso RM Reports - Online,5.3,223.65,53.0,497.0,2,category.information_technology.name,BRL,50.0,Datasix,df01fa5c-097e-11e4-be45-22000b409f8a
Como Virar Especialista em sua Posição?,10.58,7.41,45.0,17.0,2,category.health_and_sports.name,BRL,50.0,Futebol de itu,a7f5e69e-7239-4f6b-a436-049894594ec1
"Lingua Portuguesa para Concursos, Vestibulares e ENEM: Módulo IV",11.02,13.27,39.0,30.0,0,category.education.name,BRL,50.0,Professor Ferrari Neto,1b54c264-e5b5-4053-b5fb-7e4645bbd506
Box do Corretor de Imóveis,7.27,35.4,53.0,197.0,1,category.business_and_careers.name,BRL,20.0,Hebert Silva,c3e6e994-097e-11e4-be45-22000b409f8a
Livre-se da Culpa de Adiar os Seus Sonhos  ,14.55,26.8,39.0,298.0,327,category.personal_development.name,BRL,10.0,Idealix,a6ee9808-744c-48f9-8a95-a392c026d347
Curso de Instagram - Ganhe mil seguidores por semana!,6.35,17.97,39.0,200.0,0,category.software.name,BRL,10.0,Arthur,c68158e8-b907-4f83-baed-b16035413b79
"Tropeirismo Biriva, história canto e dança",14.55,15.52,39.0,35.0,0,category.literature.name,BRL,50.0,CSBarbosa,8a3de2b4-1a2a-428d-93a3-7040ecc0438b
Curso de Excel,20.79,17.78,100.0,49.9,111,category.software.name,BRL,40.0,Desenvolve Cursos,0cab667b-b304-4113-a4c1-535edbd6a6af
Fabricação de Chinelos Personalizados - Faça a sua Própria Resina.,7.27,6.26,40.0,16.0,0,category.business_and_careers.name,BRL,45.0,Acrisio Oliveira,07e2610a-e1bb-4e34-81c8-1da5c8f76c2e
A Riqueza Da Sabedoria ( como transformar a sua vida com sabedoria ),9.45,214.32,94.0,397.0,0,category.business_and_careers.name,BRL,60.0,ARS-DIGITAL SERVIÇOS,805af40f-b10e-4f6a-9a5f-ce1c1769d834
Curso de inglês passo a passo Call of English - Unidade 2,12.12,6.39,38.0,36.0,6,category.education.name,BRL,20.0,Call of English,6eda9383-9574-4765-b65b-cc83da8c3e18
Fotografia para o Live Marketing,15.59,9.59,75.0,19.9,0,category.education.name,BRL,55.0,H/Z,eb7f2f82-e73d-41f0-8e5e-ca36df9dcc62
SEO Mastery,6.05,107.48,76.0,597.0,1,category.internet.name,BRL,20.0,14Biz Internet Marketing,989705c6-4388-410d-939a-9aa4ce41c1e0
Tríade Magnética,8.31,269.34,71.0,997.0,0,category.business_and_careers.name,BRL,30.0,Marcela,dc812992-097e-11e4-be45-22000b409f8a
Treinamento Empreendendo na Minha Empresa,7.56,420.71,83.0,1557.0,5,category.business_and_careers.name,BRL,30.0,M P Mikaelle Pontes,01ee50ed-bf56-4a85-be6d-26fc0914bde1
Curso PC CE - Inspetor de Polícia,8.82,17.86,71.0,397.0,0,category.education.name,BRL,5.0,Monster Concursos,c5d9f1ae-141a-40a2-a4a0-bb89dc20480a
O Segredo dos Homens,20.78,32.08,82.0,59.9,0,category.relationships.name,BRL,60.0,Pedro,e4f8ab95-310c-4465-afbb-e5fc8c7a3ff7
Treinamento Completo  Pentaho,7.36,94.53,33.0,700.0,16,category.information_technology.name,BRL,15.0,Rafael,bd91fec8-96ac-47d1-beeb-aff7ba1f40aa
Instagram para Engenheiros,15.11,23.95,84.0,67.0,1,category.building_and_constructing.name,BRL,40.0,Desenvolve Cursos,0cab667b-b304-4113-a4c1-535edbd6a6af
APRENDA A LIMPAR VIDROS! Pequenas limpezas,12.29,323.4,88.0,1197.0,18,category.business_and_careers.name,BRL,30.0,Maikon Guarnieri,0d761645-d262-46ef-8604-db3393aa91bc
Brigadeiro Gourmet,15.11,13.34,61.0,49.9,0,category.gastronomy.name,BRL,30.0,Gio Daroda,bed6c8da-8568-45d3-af8b-91c2a98191bd
Planilha Opções Binarias Gerenciamento e Controle Emocional,12.59,53.86,67.0,150.0,0,category.finance.name,BRL,40.0,Agencia Financeira King,b8a03eb8-f17d-48ac-87de-143847f372ca
20 Técnicas de Vendas Cientificamente Comprovadas ,7.27,3.97,50.0,29.9,0,category.business_and_careers.name,BRL,15.0,Johnny,c7cc5648-097e-11e4-be45-22000b409f8a
Pacote de 50 Banner para Mídias Sociais Editáveis em Photoshop,13.6,10.6,78.0,29.97,0,category.design.name,BRL,40.0,Max Digital,d44c0710-097e-11e4-be45-22000b409f8a
Opção Trader ,15.74,131.1,82.0,347.0,0,category.finance.name,BRL,42.0,Borges,429b7dc5-86df-44dd-9b6d-52a84d752816
Como  Ter Um Casamento Inesquecível.,15.11,8.72,87.0,19.9,0,category.relationships.name,BRL,50.0,Erika Morais,3d1f31a0-389e-4351-9053-853b624d0152
Lucrando como Afiliado ,8.31,0.8,35.0,9.99,0,category.business_and_careers.name,BRL,10.0,Vanderson Zanoti,d1d559bb-eaf6-4aeb-b3ca-16b5b42a83bc
Planilha para Controle Financeiro e Fluxo de Caixa,12.12,0.65,27.0,14.9,3,category.finance.name,BRL,5.0,João,fa08cb41-e090-4187-bcde-ce009ccec57a
Código do Desejo,17.18,186.97,95.0,297.0,15,category.personal_development.name,BRL,70.0,Caio Barbosa,81b0bbb3-dbb1-47d8-9c3d-845fc7558a68
Manual prático de como conseguir um emprego (dos sonhos),9.45,27.43,87.0,55.9,0,category.business_and_careers.name,BRL,55.0,Suellen Theindl,1099fac2-5086-400a-8b4b-39389770a70b
Jornada da Comunicação Não-Violenta,8.82,18.74,56.0,69.9,1,category.education.name,BRL,30.0,Maria Elena M Marcos,4acdc930-dcd4-4c7e-8b1e-4ef6a24b9adf
Quero Trabalhar Na Alemanha,16.62,98.86,83.0,220.0,0,category.idioms.name,BRL,50.0,Escola de Alemão,147dcc45-31e2-4340-acca-9c697999ac36
MANUAL DE PRÁTICA DE ENTREVISTA JURÍDICA Com modelos de formulários de entrevista e outros.,13.22,1.19,52.0,9.9,0,category.law.name,BRL,15.0,Professor Jefferson Barros Barbosa,fbc598d6-2dd1-40fa-9543-0d7bb88836c2
Mãe de Autista/ Asperger.   “Dia a Dia de uma criança autista e sua mãe”,14.55,2.6,45.0,15.0,0,category.personal_development.name,BRL,20.0,MARIA,5e367219-05f5-4a04-9050-f63881650fe2
# Domine o Cultivo das Orquídeas,16.25,179.56,64.0,997.0,36,category.hobbies.name,BRL,20.0,Orquídeas & Natureza,12bf8258-be7d-4e2c-9133-1f8d7b0f7f6e
Arquétipos: a farmácia da felicidade dentro de você!,14.55,1.58,32.0,9.9,0,category.personal_development.name,BRL,20.0,KCA Consciência e Comunicação,665c8424-1ac8-4507-8a12-2bf5aa1e08e7
Negócio Digital Lucrativo,7.27,4.45,65.0,17.0,0,category.internet.name,BRL,30.0,Visão Lucrativa ,81b8639d-a279-4a52-9bb6-1cce465145c6
30 PSD SOCIAL MEDIA 2019 - BÔNUS 02 ENCARTES PARA SUPERMERCADO,13.6,6.97,65.0,19.9,1,category.design.name,BRL,40.0,Orange Design Criativo,50e1e16f-d549-4618-8f64-eeb99184cf00
450 artes em Corel para estamparia,18.51,11.49,82.0,37.0,1,category.design.name,BRL,35.0,Ademilson Oliveira,2105d818-fe47-4bf4-8663-e57cf1f37e56
Sucesso Digital,14.17,8.76,75.0,20.0,0,category.education.name,BRL,50.0,Flavio Miranda,e8c74cc8-a65c-40a5-9ef1-6ed92fad2183
Especialização Business Coaching | Certificação Coach Método M.A.R.C.A. ,6.8,2156.89,77.0,11970.0,0,category.business_and_careers.name,BRL,20.0,ABRACOACHING,c2ef8adc-097e-11e4-be45-22000b409f8a
Avaliação Odontológica: O segredo para o sucesso,12.11,53.1,63.0,197.0,1,category.health_and_sports.name,BRL,30.0,Rodolfo Lopes ,c10be738-eced-4407-bd3e-d7b9c9178b83
